reviewText,texto_limpio,sentimiento,target
"As I am one of those ""forever beginners"" when it comes to playing a guitar I may not be able to tell you all that this capo does. The reason I ordered it is to hold my strings so I can set my guitar. I may play around with it to see what all it does.Good price, just as described!",one forever beginner come playing guitar may not able tell capo reason ordered hold string set guitar may play around see good price described,positivo,1
Capo serves me well and the spring mechanism has held up for a year now and does not show signs of deterioration.,capo serf well spring mechanism held year not show sign deterioration,positivo,1
Came on time. Works Very good. Strong spring that good start. If needed I would buy another. For me and my son it works great.,came time work good strong spring good start needed would buy another son work great,positivo,1
I got this as it has a little different clamp handle design than another I bought earlier.  Like the black and it holds well.  This has been appropriated by my son who really likes it on his black guitar.  No problem as I bought one as a spare against emergency breakage.,got little different clamp handle design another bought earlier like black hold well appropriated son really like black guitar no problem bought one spare emergency breakage,positivo,1
"I chose this capo because I was just starting out and needed one for certain songs. This was a cheap capo, but it does its job well. I have no complaints about it at all.",chose capo starting needed one certain song cheap capo job well no complaint,positivo,1
"Great product. Great price. Buy it.As a pro musician my entire teenage and adult life, I say, ""Ya, good capo""",great product great price buy pro musician entire teenage adult life say ya good capo,positivo,1
"The item came quickly and as decribed. It clamps on my acoustic just fine, no string buzz or damage to the neck so far.",item came quickly decribed clamp acoustic fine no string buzz damage neck far,positivo,1
"Some say ""this capo work bad"" I have to ask ""are your guitar is good enough to use this capo?"" or ""are you know how to use capo?""I'm more than 20 years of playing guitar. This capo is worth the price. Good quality and work great for not extream user (Are you nuts?). Best recomended quality and price. PS. May not for very big guitar neck! Enjoy!",say capo work bad ask guitar good enough use capo know use capo year playing guitar capo worth price good quality work great not extream user nut best recomended quality price p may not big guitar neck enjoy,positivo,1
I have bought 5 of these now for me and a few friends and they work great. I am sure they will wear out in time so I have a couple extras but you can't beat them.,bought friend work great sure wear time couple extra ca not beat,positivo,1
"Easy to use does a great job and comes off when you want it to, and does not scratch or harm guitar in any way. Great price as well. I got two of them.",easy use great job come want not scratch harm guitar way great price well got two,positivo,1
Does the trick! I use it all the time and haven't had any issues with functionality or build quality. I'd recommend it over more expensive capos any day! Good purchase.,trick use time not issue functionality build quality recommend expensive capo day good purchase,positivo,1
Very sturdy stand made to last a lifetime.  Easy enough to adjust and can hold a lot of weight.  Cannot go wrong with this one.,sturdy stand made last lifetime easy enough adjust hold lot weight cannot go wrong one,positivo,1
This is a great stand.  In the past I have been plagued with light flimsy stands so decided to go for something that appeared solid and well made.  This one serves the bill.  I am impressed with the construction and so far it has been very stable.  It is not as handy to haul around as some of the more flimsy ones but the proof is what it does when it is in use.  I use it regularly for events and so far am very pleased.,great stand past plagued light flimsy stand decided go something appeared solid well made one serf bill impressed construction far stable not handy haul around flimsy one proof use use regularly event far pleased,positivo,1
The music stand is quite sturdy and well made in my humble opinion. I needed a music stand that could support a note book of music I have assembled over the years. This was great. I added a clip on LED light as well. PERFECT :-),music stand quite sturdy well made humble opinion needed music stand could support note book music assembled year great added clip led light well perfect,positivo,1
Strong folds nice to bring it with you on a job. The price was right. May buy another for a spare.,strong fold nice bring job price right may buy another spare,positivo,1
"I needed a good solid stand for my music while seated playing guitar.  solid- yes, adjusts to right height - YesIt is perfect! WELL WORTH EVERY PENNY.",needed good solid stand music seated playing guitar solid yes adjusts right height yesit perfect well worth every penny,positivo,1
I was looking for something more solid than the usual fold up stand and this is it.  I can put a heavy notebook full of music on it and a lamp and a tray and more stuff and it is rock solid.  Very happy.,looking something solid usual fold stand put heavy notebook full music lamp tray stuff rock solid happy,positivo,1
No complaints whatsoever.Product is a solid build and prices right.Knobs work well and the stand doesn't slip.Legs hold up pretty well also.,no complaint whatsoever product solid build price right knob work well stand not slip leg hold pretty well also,positivo,1
This was so perfect that we bought 2 more of them for our music at home!,perfect bought music home,positivo,1
"nice wide lip, sturdy, appears to be well made and durable, nice finish on it, hopefully will last a long time",nice wide lip sturdy appears well made durable nice finish hopefully last long time,positivo,1
"Assembled the stand in seconds. It is very stable and solidly constructed. Should last a life-time. Very, very good value.",assembled stand second stable solidly constructed last life time good value,positivo,1
"Sounds disgusting. Very bright and clear highs, nothing beautiful in mids and totally muddy lows. Don't hope to take chords on it. Only on first 4 strings may be...Try out fender's mini amp if you're searching for a little thing, or but a bigger one.",sound disgusting bright clear high nothing beautiful mids totally muddy low not hope take chord first string may try fender mini amp searching little thing bigger one,negativo,0
"I bought this because I was going on a trip and needed an amp I could pack in my suitcase that would work with a battery.I had a similar amp before that died. The Honeytone is very compact, but looks cool and is very simple to operate, with just three controls, volume, tone and gain (distortion). I found that some level of distortion is necessary to have any volume. If you try playing clean, with no distortion, you'll be underpowered. The trick is to balance the gain and volume for your instrument and situation. I tried a regular electric guitar, a lap steel guitar, a slide guitar, an acoustic-electric guitar, an acoustic-electric mandolin and a silent banjo. I thought the acoustic guitar would overwhelm this little amp, but I was surprised that it added to the projection and wasn't bad on the tone. It has a handy belt clip and a useless little leather handle (just for looks). I am using it to play an electric instrument in jamming situations where everyone else is playing acoustic, and I can adjust my volume to blend in. I think a mike with an unbalanced output (1/4&#34; phone jack) would also work in here, for street corner singing, for instance, though I haven't tried that yet as all my mikes use XLR jacks and there would be the issue of a mike stand or a lapel or headphone mike with a phone jack output, which might be hard to find.Overall, I'm very pleased with this amp and it seems sturdy and reliable so far, and at $20, a bargain.",bought going trip needed amp could pack suitcase would work battery similar amp died honeytone compact look cool simple operate three control volume tone gain distortion found level distortion necessary volume try playing clean no distortion underpowered trick balance gain volume instrument situation tried regular electric guitar lap steel guitar slide guitar acoustic electric guitar acoustic electric mandolin silent banjo thought acoustic guitar would overwhelm little amp surprised added projection not bad tone handy belt clip useless little leather handle look using play electric instrument jamming situation everyone else playing acoustic adjust volume blend think mike unbalanced output phone jack would also work street corner singing instance though not tried yet mike use xlr jack would issue mike stand lapel headphone mike phone jack output might hard find overall pleased amp seems sturdy reliable far bargain,positivo,1
"If you have an acoustic/electric uke, this is an ideal companion if you take the uke to friends, beach, road trip, camping, etc. It's quite small, and easy to pack into a backpack or bag. It's not a great electric amp, but it does a surprisingly good job amplifying a uke. Use a 9-volt when you need it, or buy a 9v AC adapter to plug into an outlet. You can't find a better option on a budget, when fun and convenience is more important than audiophile-quality sound.",acoustic electric uke ideal companion take uke friend beach road trip camping etc quite small easy pack backpack bag not great electric amp surprisingly good job amplifying uke use volt need buy ac adapter plug outlet ca not find better option budget fun convenience important audiophile quality sound,positivo,1
"I was rather skeptical of this little box amp, but it works great.  My acoustic gets a pretty hefty electric sound with the tone and overdrive adjustments!  Not sure how long the 9V battery will last, but the advantage of such a small box, with such a sound is worth a couple of batteries.  I have been playing on and off for the past three hours and it is just fine!  Well worth the money spent!  And it is small enough to fit right into the pocket of my guitar bag...one less thing to tote!  Looks really cool too!",rather skeptical little box amp work great acoustic get pretty hefty electric sound tone overdrive adjustment not sure long battery last advantage small box sound worth couple battery playing past three hour fine well worth money spent small enough fit right pocket guitar bag one less thing tote look really cool,positivo,1
"I have to say this little guy packs a punch and for 20 bucks. I just needed something I could plug into that was super portable and cheap. Also this works well with an iPhone set up if you want to use some larger effects this little guy doesn't come with. Also this little guy doesn't gobble up 9volt batteries like other guitar gear tends to do. The only minor flaw is it's made out of plastic so if you need something more durable maybe get a solid state amp the plugs into a wall outlet....our buy two more of these, they are only 20 bucks.",say little guy pack punch buck needed something could plug super portable cheap also work well iphone set want use larger effect little guy not come also little guy not gobble volt battery like guitar gear tends minor flaw made plastic need something durable maybe get solid state amp plug wall outlet buy two buck,positivo,1
"i like it as the stars say...great for around the house playing,but  lately i noticed it does cut out on me...when you strum it shuts down somrtimes,i am not sure if it is the battery or it just does not like the song i am playing...when you turn it back on it usally works fine...some other people have made the same discovery also...but for $20...i'm going to live with it,,has a belt clip if you want to look really silly playing...i just glued it to my pelvis!!!",like star say great around house playing lately noticed cut strum shuts somrtimes not sure battery not like song playing turn back usally work fine people made discovery also going live belt clip want look really silly playing glued pelvis,positivo,1
"Fun little rig. Needed something to play electric through headphones, and this offered me that plus a mini amp when needed. The sound quality is surprisingly hot.",fun little rig needed something play electric headphone offered plus mini amp needed sound quality surprisingly hot,positivo,1
"This portable 9volt amp is pretty loud without sacrificing tone. It's way louder than a 9volt Fender mini Twin (which actually does incorporate two speakers), however when you dial in the gain all the way you get a crunch rather than full on distortion. It comes included with a 9volt and is compatible with most negative tip power adapters (make sure its 300mA like the Planetwaves adapter for $9.00). At $20.00 this amp is a deal!",portable volt amp pretty loud without sacrificing tone way louder volt fender mini twin actually incorporate two speaker however dial gain way get crunch rather full distortion come included volt compatible negative tip power adapter make sure like planetwaves adapter amp deal,positivo,1
"A cute little monster that's surprisingly loud and versatile. I bought primarily for travel and I'm pleased with my purchase. Don't expect too much for $20 (it's all plastic) and you should be satisfied too. The amp comes with helpful instructions showing different tone settings (fuzz, twang, etc.). I also purchased the AC adaptor since these things typically eat batteries.",cute little monster surprisingly loud versatile bought primarily travel pleased purchase not expect much plastic satisfied amp come helpful instruction showing different tone setting fuzz twang etc also purchased ac adaptor since thing typically eat battery,positivo,1
"In my opinion...This is the best amp in this category. I know people who have the Marshall and the Fender. I plugged into my little HoneyTone and I had the best sounding micro amp hands down. They were both amazed with the sound. They said ""well mine was only $45 and ""mine was only $40."" Too bad so sad for them. I told them mine was $20. Since it doesn't say Marshall or Fender, I only had to pay 1/2 for a better sounding amp. If you are looking for an amp with 1 or 2 watts, and know what to expect from a micro, this amp does not disappoint",opinion best amp category know people marshall fender plugged little honeytone best sounding micro amp hand amazed sound said well mine mine bad sad told mine since not say marshall fender pay better sounding amp looking amp watt know expect micro amp not disappoint,positivo,1
"The HoneyTone is aptly named.  It has a long reputation for having excellent sound for its size. That reputation is earned.  It has double the volume of a portable amp I own that's twice its size.  The tone range is generous (from mellow to high treble).  From what I've seen and heard, the &#34;overdrive&#34; function is fairly useless in an amp this size.  It tends to go distortion to the point of garble.  My guess is specific guitars may work well with the overdrive, but I have no use for it as I prefer clear tones.  It is possible to over-volume the amp (as with any amp) so i don't max it out, but for a portable or practice amp, it works very well.  I've bought three of these now and plan to buy more.  I don't know as I'd pay $40 to $60 for it, but the Amazon price (currently around $20) makes it a great value.  I hope it's around at this price level for a long time as it's great for hobbyist projects or for box guitar amping.",honeytone aptly named long reputation excellent sound size reputation earned double volume portable amp twice size tone range generous mellow high treble seen heard overdrive function fairly useless amp size tends go distortion point garble guess specific guitar may work well overdrive no use prefer clear tone possible volume amp amp not max portable practice amp work well bought three plan buy not know pay amazon price currently around make great value hope around price level long time great hobbyist project box guitar amping,positivo,1
"Ok, I'm surprised that this unit is now over $15.00.  I only spent $8.59 for this and I'm mad at myself.  It was cheap enough that I rolled the dice to see if I could get away with a decent product for CHEAP.  It feels solid, looks like a real direct box...but sounds like ass.  I couldn't believe that Pyle would put that much effort into a great ""fit and finish"" product, yet not put decent components inside.  This is the noisiest piece of crap I've ever used - I ended up buying another direct box (spent over $60.00).  Pyle has once again lived up to it's name, but they should finish the name properly and re-brand as ""Pyle of S***.""Sorry folks, but I'd skip this one.  The 5-star ratings must be from employees.  The only reason I didnt' give it one star was because it was so cheap (Remember, I only spent $8.59), and I'm the one that pulled the trigger on the purchase.Live and learn.  Why would I think plugging a $2000.00 guitar into a cheap piece of crap was a good idea?  My fault.",ok surprised unit spent mad cheap enough rolled dice see could get away decent product cheap feel solid look like real direct box sound like as could not believe pyle would put much effort great fit finish product yet not put decent component inside noisiest piece crap ever used ended buying another direct box spent pyle lived name finish name properly brand pyle sorry folk skip one star rating must employee reason didnt give one star cheap remember spent one pulled trigger purchase live learn would think plugging guitar cheap piece crap good idea fault,negativo,0
"Seem to work well. Keep the ground switch selected, and it will do just fine. I have used different direct boxes and I recommend this one.",seem work well keep ground switch selected fine used different direct box recommend one,positivo,1
"I bought this because my band's primary PA mixer doesn't have high-impedance inputs for a guitar pickup, and I don't always want to bring my submixer for quick-change gigs. So, a small, cheap DI box seemed like a good solution.The PDC21 is a no-frills device. It converts a 1/4"" instrument cable (high Z) to a balanced/unbalanced 1/4"" or XLR (low Z) signal. It does a fine job. I don't notice it coloring the sound (i.e., it's not changing the balance of frequencies transmitted) although it does lower the volume somewhat. That's to be expected in a passive DI box, and it doesn't bother me.I'm using it with an LR Baggs M1A active soundhole pickup. The M1A spits out a fairly hot signal, and I don't have any problem with the signal loss associated with the PDC21. If I were using a passive pickup in my guitar, the results might be different.Bottom line: it's small, fairly light, seems durable, and it does a good job converting my active guitar signal to the XLR inputs our PA mixer requires. It does everything I wanted, and the price was right. I see no reason to go shopping for a more expensive one.",bought band primary pa mixer not high impedance input guitar pickup not always want bring submixer quick change gig small cheap di box seemed like good solution pdc no frill device convert instrument cable high balanced unbalanced xlr low signal fine job not notice coloring sound not changing balance frequency transmitted although lower volume somewhat expected passive di box not bother using lr baggs active soundhole pickup spit fairly hot signal not problem signal loss associated pdc using passive pickup guitar result might different bottom line small fairly light seems durable good job converting active guitar signal xlr input pa mixer requires everything wanted price right see no reason go shopping expensive one,positivo,1
"This passive DI-box is a great little tool that provides attenuation to interface a line or instrument output with a balanced microphone input.  Some notes on this box are that the 0db attenuation still has some attenuation.  The -20db attenuation sounded funny, but that is probably because I used the same equipment for all attenuation settings.  With each attenuation setting, I had to adjust the input volume accordingly.  This device also a some ground lift switch that can prevent ground loops.  All the devices that I tried this with did not have their own internal grounding, so I needed to have the ground come from the mixer.  I did get some hum when I would touch the case, just like I did with other DI-boxes.  This product worked very well for my needs.",passive di box great little tool provides attenuation interface line instrument output balanced microphone input note box db attenuation still attenuation db attenuation sounded funny probably used equipment attenuation setting attenuation setting adjust input volume accordingly device also ground lift switch prevent ground loop device tried not internal grounding needed ground come mixer get hum would touch case like di box product worked well need,positivo,1
"A loud hum will crescendo in every few minutes even if the ground is lifted.  Works great in intervals though, too bad those intervals are minutes.",loud hum crescendo every minute even ground lifted work great interval though bad interval minute,negativo,0
"I bought 4 pcs of these at $8each shipped. These are very well constructed and function very well too. I am using these to tap the INSERTS from my mixer and send the signal to my M-audio Fast Track ultra for recording. By putting the 1/4"" TS partially in to the INSERT of my mixer (and most mixers) you can get a direct output without actually interupting the signal chain. The other end of the 1/4"" TS cable goes to the PDC21 and then I use the XLR output to connect to my Fast Track using either and XLR to XLR or and XLR to TRS cable. My Fast Track did not like something about the signal level when I fed it directly from the mixer but with the PDC21 between the mixer and FTU, it works fantastic. This is for refernce recording in our jam-space, not studio recording; it works great for this application.I have also used this as a DI box for guitar, all of my gear is middle of the line (not junk but not super high-end), I don't notice any tone-sucking in my ""jam-space"" application.I would definately buy more.",bought pc shipped well constructed function well using tap insert mixer send signal audio fast track ultra recording putting t partially insert mixer mixer get direct output without actually interupting signal chain end t cable go pdc use xlr output connect fast track using either xlr xlr xlr trs cable fast track not like something signal level fed directly mixer pdc mixer ftu work fantastic refernce recording jam space not studio recording work great application also used di box guitar gear middle line not junk not super high end not notice tone sucking jam space application would definately buy,positivo,1
"It stopped working after 2 gigs. I'm not sure why, but it is very frustrating. I guess you get what you pay for here.",stopped working gig not sure frustrating guess get pay,negativo,0
"Grabbed a handful of these units to bolster up my recording kit this year.  I got three single channels and two dual channel units.Set them up for the keyboard player (Dual Channel), bass, and guitar player DI's plus one from a DI output on a effects module that were all on stage and connected them into my snake running to the back of the venue.Crystal clear sound from all 4 units straight into a recording mixing console.  I was impressed.Not one pop, hiss, crack or anything from these units all night.  Even was able to adjust the pad setting on the guitar and bass to cut the signal a bit so I didn't have to use so much compression to keep the signal from clipping going to the recording.No telling how long these units will last, but for the price, who cares, just buy another one and move on.Check out how these boxes sound on the Band's YouTube page @ GerrellTheBand to hear the sound coming from these units.  Near studio quality.",grabbed handful unit bolster recording kit year got three single channel two dual channel unit set keyboard player dual channel bass guitar player di plus one di output effect module stage connected snake running back venue crystal clear sound unit straight recording mixing console impressed not one pop hiss crack anything unit night even able adjust pad setting guitar bass cut signal bit not use much compression keep signal clipping going recording no telling long unit last price care buy another one move check box sound band youtube page gerrelltheband hear sound coming unit near studio quality,positivo,1
"this box is what i have been missing out of my setup. always getting the question,&#34;Can i hook my keyboard into your sound board&#34;. Feel good to say that now I have the capability now",box missing setup always getting question hook keyboard sound board feel good say capability,positivo,1
Can't say much more than the description.  It's a cheap box that works.  Nothing fancy and not for everyone.  If you just need a box that is cheap this is it.,ca not say much description cheap box work nothing fancy not everyone need box cheap,positivo,1
I've bought several pairs of these for my guitars and no complaints yet.  They all work flawlessly.  I'll definitely buy more and highly recommend them.  Just like Schaller but Fender branded and cheaper (Asian made).,bought several pair guitar no complaint yet work flawlessly definitely buy highly recommend like schaller fender branded cheaper asian made,positivo,1
Tested by the guitar mags to be the best strap lock available.  These are basically the same as Schaller strap locks.  They cost less money and I think the parts are interchangeable.  It is still best to keep them seperated as to their original manufacturer (disclaimer.)  I know that the Fender buttons will work in the Schaller strap portion of the lock.,tested guitar mag best strap lock available basically schaller strap lock cost less money think part interchangeable still best keep seperated original manufacturer disclaimer know fender button work schaller strap portion lock,positivo,1
"As a new guitar player I have a lot to learn, and after nearly dropping my guitar twice in about 15 minutes because the strap sliding off the pegs research was needed.  Based on reviews here and other sites I ordered these.  Arrived quickly, extremely easy to install and work as advertised.  Would buy these again if/when I acquire new guitars.",new guitar player lot learn nearly dropping guitar twice minute strap sliding peg research needed based review site ordered arrived quickly extremely easy install work advertised would buy acquire new guitar,positivo,1
"Actually they're not fender, they are Schaller, but that is really good!. Looks great in my Fender Squier. Highly recommended!",actually not fender schaller really good look great fender squier highly recommended,positivo,1
"Got a vintage instrument you don't ever want to see hitting the floor... well, here are is the long term 100% secure solution!",got vintage instrument not ever want see hitting floor well long term secure solution,positivo,1
"They seem the same but the original schallers that came with my tele deluxe 2008 are bigger and stronger for the lack of a better word, still a good buy",seem original schallers came tele deluxe bigger stronger lack better word still good buy,positivo,1
"Our family of 2 guitarists and 1 bassist switched to these style locks about a year ago.  Every one of us has had continual problems with the locks periodically unscrewing themselves from the guitar body. I had one back out during a gig and damage a brand new 60th Anniversary American P-Bass...not good. My son had one come out on him in the middle of a gig last weekend.The problem with the design is there's a ton of friction between the top and bottom pieces of the lock which results in the tab that's screwed into the body unscrewing itself.  We've tried applying bar soap, petro jelly, and a spray can based dry lubricant.... none of which prevented the ultimate forces that cause this phenomenon.We are switching to the Dunlop style locks as that design incorporates ball bearings which allows the strap to rotate freely back and forth with next to zero 'unscrewing' force.We tried to make the Fender/Shallers work but just could not.  Maybe we're all too active on stage but we cannot tolerate the equipment damage nor the performance distruptions these have caused us.",family guitarist bassist switched style lock year ago every one u continual problem lock periodically unscrewing guitar body one back gig damage brand new th anniversary american bass not good son one come middle gig last weekend problem design ton friction top bottom piece lock result tab screwed body unscrewing tried applying bar soap petro jelly spray based dry lubricant none prevented ultimate force cause phenomenon switching dunlop style lock design incorporates ball bearing allows strap rotate freely back forth next zero unscrewing force tried make fender shallers work could not maybe active stage cannot tolerate equipment damage nor performance distruptions caused u,negativo,0
If you play a lot you have to install these on all your guitars and straps. Easy to use and very secure. No fear of the strap coming loose and having your guitar drop to the floor.,play lot install guitar strap easy use secure no fear strap coming loose guitar drop floor,positivo,1
"There is a lot to think about with a strap lock... Is it 100% sturdy? 100% reliable? Does the design put undue stress or wear on the guitar? Can it fit in a case, or does it make you take the strap off every time you put your guitar away?The Fender-Schaller design covers all of these bases well. I believe it is 100% sturdy and reliable. Unlike it's Dunlop competition, the stress on the guitar is roughly equivalent to plain strap buttons. It will not fit in all cases, but will fit in many.I've switched over to this design and couldn't be happier with it.NOTE: I advise using a crescent wrench and a socket to tighten the nut. One always wants to avoid over-tightening, but the risk of under-tightening is high without proper leverage. If you don't really tighten the nut down, you are likely to have things fall apart while playing some day.",lot think strap lock sturdy reliable design put undue stress wear guitar fit case make take strap every time put guitar away fender schaller design cover base well believe sturdy reliable unlike dunlop competition stress guitar roughly equivalent plain strap button not fit case fit many switched design could not happier note advise using crescent wrench socket tighten nut one always want avoid tightening risk tightening high without proper leverage not really tighten nut likely thing fall apart playing day,positivo,1
"I bought one of those padded Fender leather straps (it says FS1 CANADIAN leather on the back). I thought these Fender strap locks would complement the strap, but because of the padding the thread on the strap-lock wasn't high enough for the nut to reach. I finally got the nut to get a hold of the top of the thread and although it works I don't trust that its enough. If you have a padded leather strap I don't recommend these.",bought one padded fender leather strap say f canadian leather back thought fender strap lock would complement strap padding thread strap lock not high enough nut reach finally got nut get hold top thread although work not trust enough padded leather strap not recommend,positivo,1
"This straplock set doesn't come with any instructions, that's because it's so easy you don't need them! Took the original screws off my Fender Strat, set the button, screws and felt washer together and quickly screwed it in. Afterwards screwed the lock into myGibson Lightning Bolt Style 2 Inch Safety Guitar Strap, Jet Blackwithout any problem whatsoever and it was ready!It is a quite simple mechanism but it shows that the button and lock won't come loose by accident by any chance. Still haven't given it a real gig test but by hanging it for a couple minutes I can tell I made the right purchase. Way recommended!",straplock set not come instruction easy not need took original screw fender strat set button screw felt washer together quickly screwed afterwards screwed lock mygibson lightning bolt style inch safety guitar strap jet blackwithout problem whatsoever ready quite simple mechanism show button lock wo not come loose accident chance still not given real gig test hanging couple minute tell made right purchase way recommended,positivo,1
This is a very good strap lock system. i put it on my wolfgang guitar and it locked very properly my strap. recommended.,good strap lock system put wolfgang guitar locked properly strap recommended,positivo,1
"This was a filler item for a much larger order.  I am very interested in the Straplocks, so I decided to give them a try.  I sincerely like the concept.",filler item much larger order interested straplocks decided give try sincerely like concept,positivo,1
"Easy to install, I used the guitars existing strap button screws.Straplocks came with black & white felt, that's a nice touch. I think black looks better with my guitar.",easy install used guitar existing strap button screw straplocks came black white felt nice touch think black look better guitar,positivo,1
"Look just like Schaler branded parts without the Schaler brand name stamped on them - there is a little Fender logo on the bottom - real cool.These strap locks are the greatest - they work perfectly every time and will survive years of on the road abuse. I have carried an extra set with me in my case in the event that I broke one - but this has never happened.Touring, bar bands, garage bands or bedroom heroes all need these strap locks on every guitar and strap they own. And since the guitar isn't hanging by the hole in the strap the strap lasts years longer.",look like schaler branded part without schaler brand name stamped little fender logo bottom real cool strap lock greatest work perfectly every time survive year road abuse carried extra set case event broke one never happened touring bar band garage band bedroom hero need strap lock every guitar strap since guitar not hanging hole strap strap last year longer,positivo,1
"This Behringer box is a very good tool, effect I would recommend to anyone from beginner to pro. One thing should be noted the light is amber not blue and no 9 volt battery is required. The device comes with a removable power cord, which  to me is a big plus.",behringer box good tool effect would recommend anyone beginner pro one thing noted light amber not blue no volt battery required device come removable power cord big plus,positivo,1
"When you purchase this product the advertisement leads you to believe a separate power supply is required but it does come with its own power supply.  There is no need to purchase a separate Behringer PSU-SB.Otherwise the time machine works fine, as described.",purchase product advertisement lead believe separate power supply required come power supply no need purchase separate behringer psu sb otherwise time machine work fine described,positivo,1
I really like this delay. It's simple and works well. I really am starting to love Behringer. Great pedal for a great price.,really like delay simple work well really starting love behringer great pedal great price,positivo,1
This is an awesome analog echo effect. Very similar to a EHX Memory Man it does it all. The only complaint is the pots have limited function unlike the MM so instead of a lot of play on some of the knobs you have a very little bit of play which can be annoying. Other than that for the price its just awesome.,awesome analog echo effect similar ehx memory man complaint pot limited function unlike mm instead lot play knob little bit play annoying price awesome,positivo,1
"Well 3 hours to put together got tiring and annoying as things tend to fall a part..however as a standalone items it is great with good sounds and groove tracks to practice drumming on..However I am not a drummer nor have any interest in becoming one..I bought this in order to use with software recording for basic beats to fit my own songs..and it is a NIGHTMAREGoing on a week now no support help from either company..HEED MY WARNING IF YOU WANT TO USE THIS WITH NI, EZ DRUMMER OR OTHER PROGRAMS LIKE THAT YOU MUST KNOW HOW TO REROUTE MAPPING OF MIDI IN ORDER TO USE IT. This is not a plug and play item you will spend hours of your time trying to get this to work with software...There is very little helpful info out on the net i've owned this for over a week and still never used it for its purpose yet being that its a stand alone item..there really is no MIDI support..Im am close to giving up the fight and sending it back.Alesis could have made this an amazing item and 1000 times easier if they simply created a midi out port on the module you could run into your daw and software..",well hour put together got tiring annoying thing tend fall part however standalone item great good sound groove track practice drumming however not drummer nor interest becoming one bought order use software recording basic beat fit song nightmaregoing week no support help either company heed warning want use ni ez drummer program like must know reroute mapping midi order use not plug play item spend hour time trying get work software little helpful info net owned week still never used purpose yet stand alone item really no midi support im close giving fight sending back alesis could made amazing item time easier simply created midi port module could run daw software,negativo,0
"Other reviews give an adequate overview of the kit and its potential so I'll just mention particular details: The kick pedal spring tension was set too tight, making the pedal hard to control and very frustrating to a beginner. Fortunately the thumbscrew and nut adjustment is easy and made a tremendous improvement in feel and control.The documentation is poor and, inexcusably, there's nothing better available online from Alesis: The steps in the graphical setup page are less than ideal for a single person assembly. The kit allows for tremendous flexibility in positioning the pads horizontally and vertically, yet you're pretty much left on your own to discover this. Experienced drummers will know what they want but I would have appreciated a suggested basic setup showing common variations.The control module's buttons and operation are described but there's no detailed guide to the preset kits or selectable pad patches. You'll just have to hear them and jot down your own notes.There seems to be an ongoing controversy over a firmware update to the controller module - whether it fixes an issue with the snare drum pad responsiveness when struck simultaneously with the hi hat, or is in fact the cause of an issue with the pad. I've noticed no such problem and, as of this date, Alesis has no such update on their site, which leads me to suspect their former patch may have been bad and/or they've updated units currently being sold.Speaking of the snare, the second outer zone for rimshots is nice but I can only get it to trigger while sticking from the outside. The technique of laying the stick flat across the head and lifting one end doesn't seem to trigger the rimshot (or perhaps I just haven't worked out the touch yet).I'm interested in a natural sound, probably close to a classic jazz kit, and a couple of the presets work for me. I also have Battery 3 and using the kit to trigger those samples opens up vast possibilities. Still, most of the time I just want to sit down and play and don't want to bother firing up the PC and loading software so it's nice to have two workable options. The headphone volume could be louder but running it into powered speakers and taking a headphone out from them solves that issue.Keeping the pads clean is easy with two soft lint-free cloths. Dampen one with a little warm water (wring it out well) and use a light circular motion to remove dust and dirt, then wipe gently with the dry cloth to take up any residue.This is my first experience with an electronic kit and, as others have mentioned, the sensation really is fundamentally different from an acoustic instrument, particularly when striking the cymbal pads. It takes awhile to mentally balance the soft thud or click (depending on which surface you strike) from outside the headphones with the sampled drum sound within. I wasn't sure I liked it for the first couple of weeks (meaning I probably didn't) but I've gotten used to it and have gradually begun to relate to the DM6 on its own terms, not as an imitation of an acoustic drum kit, but as something else with its own special characteristics.",review give adequate overview kit potential mention particular detail kick pedal spring tension set tight making pedal hard control frustrating beginner fortunately thumbscrew nut adjustment easy made tremendous improvement feel control documentation poor inexcusably nothing better available online alesis step graphical setup page less ideal single person assembly kit allows tremendous flexibility positioning pad horizontally vertically yet pretty much left discover experienced drummer know want would appreciated suggested basic setup showing common variation control module button operation described no detailed guide preset kit selectable pad patch hear jot note seems ongoing controversy firmware update controller module whether fix issue snare drum pad responsiveness struck simultaneously hi hat fact cause issue pad noticed no problem date alesis no update site lead suspect former patch may bad updated unit currently sold speaking snare second outer zone rimshots nice get trigger sticking outside technique laying stick flat across head lifting one end not seem trigger rimshot perhaps not worked touch yet interested natural sound probably close classic jazz kit couple presets work also battery using kit trigger sample open vast possibility still time want sit play not want bother firing pc loading software nice two workable option headphone volume could louder running powered speaker taking headphone solves issue keeping pad clean easy two soft lint free cloth dampen one little warm water wring well use light circular motion remove dust dirt wipe gently dry cloth take residue first experience electronic kit others mentioned sensation really fundamentally different acoustic instrument particularly striking cymbal pad take awhile mentally balance soft thud click depending surface strike outside headphone sampled drum sound within not sure liked first couple week meaning probably not gotten used gradually begun relate dm term not imitation acoustic drum kit something else special characteristic,positivo,1
"For the money it costs it worth it. The construction seems good (especially the kick drum pedal), but the brains leave a little to be desired, although it's very functional. The biggest complaint I have is that it only has 1/8&#34; stereo out and 1/8&#34; headphones out. Really should be 1/4&#34; mono or stereo. I bought a separate plug to allow this so I could put it into my mixer and I'm good.",money cost worth construction seems good especially kick drum pedal brain leave little desired although functional biggest complaint stereo headphone really mono stereo bought separate plug allow could put mixer good,positivo,1
